,name,host_id,host_name,borough,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,host_total_listings,availability_365,availability_flag,likely_daily_earnings,review_month,review_day,price_bin,estimated_revenue
37705,New! Modern 2/1 Steps to Central Park!,263853262,Jason,Manhattan,Upper West Side,40.7997,-73.95946,Entire home/apt,330,4,5,2019-07-06,3.85,1,325,High (>180),42.35,July,Saturday,$300-500,60984.0
37706,Spacious Midtown East Studio,78290016,Nadia,Manhattan,Midtown,40.7601,-73.97042,Entire home/apt,179,2,3,2019-07-01,3.0,1,128,Low (<=180),17.900000000000002,July,Monday,$150-200,12888.0
37707,Beautiful Studio in the heart of Midtown,98673234,Anna,Manhattan,Upper East Side,40.76365,-73.96187,Entire home/apt,185,2,7,2019-07-01,6.56,1,107,Low (<=180),40.45333333333333,July,Monday,$150-200,29126.399999999998
37708,Cozy Central Park Studio!: 2Min to Train,263641050,Daniel,Manhattan,East Harlem,40.7988,-73.94339,Entire home/apt,200,4,5,2019-06-30,3.95,1,303,High (>180),26.333333333333336,June,Sunday,$150-200,37920.0
37709,Beautiful Studio APT in the heart of K-TOWN,76971491,Kyeng Tae,Manhattan,Midtown,40.7482,-73.98599,Entire home/apt,180,1,3,2019-06-19,3.0,1,259,High (>180),18.0,June,Wednesday,$150-200,6480.0
37710,Beautiful Shared apt in Times Square 3,263880607,Ahmet,Manhattan,Hell's Kitchen,40.76514,-73.98775,Shared room,75,1,2,2019-06-13,1.82,7,362,High (>180),4.55,June,Thursday,$50-100,1638.0
37711,Central Cozy Cobble Hill Gem,263883589,Zach,Brooklyn,Boerum Hill,40.68873,-73.98929,Entire home/apt,220,30,2,2019-07-07,2.0,2,82,Low (<=180),14.666666666666666,July,Sunday,$200-300,158400.0
37712,Lovely Studio APT in the center of K-TOWN,76981930,Werner,Manhattan,Midtown,40.74848,-73.98631,Entire home/apt,180,1,4,2019-06-22,4.0,1,262,High (>180),24.0,June,Saturday,$150-200,8640.0
37713,BEAUTIFUL ROOM WITH GARDEN VIEW!,10975951,Ayla Silvia,Brooklyn,Bedford-Stuyvesant,40.69348,-73.94499,Private room,60,2,2,2019-06-23,1.67,1,1,Low (<=180),3.34,June,Sunday,$50-100,2404.7999999999997
37714,Bohemian bed & breakfast in the heart of Astoria!,49292377,Hannah,Queens,Ditmars Steinway,40.77132,-73.90474,Private room,75,1,5,2019-06-30,4.17,1,167,Low (<=180),10.424999999999999,June,Sunday,$50-100,3753.0
37715,Family Place in❤️of Manhattan,216939636,Alex,Manhattan,Hell's Kitchen,40.76392,-73.98805,Entire home/apt,155,1,11,2019-07-05,7.33,1,163,Low (<=180),37.87166666666667,July,Friday,$150-200,13633.800000000001
37716,Wonderful Studio Apt in the middle of K-TOWN,65801035,Doil,Manhattan,Midtown,40.74646,-73.9863,Entire home/apt,180,1,2,2019-06-24,2.0,1,254,High (>180),12.0,June,Monday,$150-200,4320.0
37717,Gorgeous Studio Apt in the area of K-TOWN,150319226,Olivia,Manhattan,Midtown,40.74669,-73.98749,Entire home/apt,180,1,7,2019-06-23,7.0,1,249,High (>180),42.0,June,Sunday,$150-200,15120.0
37718,Cozy & Clean Studio Apt in K-TOWN,123936733,Ara,Manhattan,Midtown,40.74847,-73.98629,Entire home/apt,180,1,5,2019-06-19,3.41,1,260,High (>180),20.46,June,Wednesday,$150-200,7365.6
37719,#GorgeousLowerEast2BedroomGem! #3minWalktoTrain!,263886728,Anslo,Manhattan,Lower East Side,40.71949,-73.98607,Entire home/apt,400,4,5,2019-06-30,3.75,1,327,High (>180),50.0,June,Sunday,$300-500,72000.0
37720,"BIG APARTMENT. NEW AC ROOM, HUDSON RIVER. COMFY.",263896559,Moises,Manhattan,Harlem,40.82204,-73.95566,Private room,60,1,4,2019-07-06,3.24,3,211,High (>180),6.48,July,Saturday,$50-100,2332.8
37721,Private Room w/a Patio in Center of Manhattan!,263901573,Maria,Manhattan,Midtown,40.75476,-73.97118,Private room,135,1,4,2019-06-18,4.0,3,29,Low (<=180),18.0,June,Tuesday,$100-150,6480.0
37722,"Cozy,Shared Place in Heart of Manhattan WEST 4",263880607,Ahmet,Manhattan,Hell's Kitchen,40.76501,-73.98892,Shared room,79,1,2,2019-06-04,1.58,7,365,High (>180),4.160666666666667,June,Tuesday,$50-100,1497.8400000000001
37723,Shared room in Midtown Near Times Square 5,263880607,Ahmet,Manhattan,Hell's Kitchen,40.76356,-73.98814,Shared room,77,1,2,2019-06-23,1.62,7,362,High (>180),4.158,June,Sunday,$50-100,1496.88
37724,Cozy 1 Bedroom Apartment near Yankee Stadium,18506733,Michelle,Bronx,Melrose,40.82374,-73.91555,Entire home/apt,59,2,2,2019-06-17,2.0,1,0,Low (<=180),3.933333333333333,June,Monday,$50-100,2832.0
37725,"Shared,Cozy Room İn Times Square 6",263880607,Ahmet,Manhattan,Hell's Kitchen,40.76509,-73.98795,Shared room,77,1,3,2019-07-01,2.0,7,365,High (>180),5.133333333333333,July,Monday,$50-100,1848.0
37726,Heart of the East Village Apartment,144582127,Ted,Manhattan,East Village,40.72764,-73.98712,Private room,100,3,1,2019-06-11,1.0,1,67,Low (<=180),3.3333333333333335,June,Tuesday,$50-100,3600.0
37727,Shared Apt by Central Park in Hell's Kitchen 7,263880607,Ahmet,Manhattan,Hell's Kitchen,40.76424,-73.98916,Shared room,69,1,8,2019-06-21,6.32,7,357,High (>180),14.536,June,Friday,$50-100,5232.960000000001
37728,Private Room near Times Square 1,263880607,Ahmet,Manhattan,Hell's Kitchen,40.76404,-73.98973,Private room,120,1,5,2019-07-01,3.33,7,352,High (>180),13.32,July,Monday,$100-150,4795.200000000001
37729,"Bronx, Little Italy, Arthur Ave, Fordham, Yanks.",256683560,Jorge,Bronx,Belmont,40.85539,-73.88769,Private room,69,1,3,2019-06-30,3.0,2,359,High (>180),6.9,June,Sunday,$50-100,2484.0
37730,Private Room İn Hell's Kitchen 2,263880607,Ahmet,Manhattan,Hell's Kitchen,40.76487,-73.98912,Private room,120,1,1,2019-06-09,1.0,7,198,High (>180),4.0,June,Sunday,$100-150,1440.0
37731,TimeSquare High-level modern apartment 1BDR!,42174219,Zack,Manhattan,Theater District,40.76113,-73.98557,Private room,180,2,1,2019-06-01,0.77,1,31,Low (<=180),4.62,June,Saturday,$150-200,3326.3999999999996
37732,Beautiful Spacious Apartment! Comfortable Place.,263896559,Moises,Manhattan,Harlem,40.82172,-73.95618,Private room,60,1,4,2019-07-01,4.0,3,209,High (>180),8.0,July,Monday,$50-100,2880.0
37733,Awesome Apt 7 Beds Sleeps 12 in Brooklyn By Train,220152135,Peter,Brooklyn,Bedford-Stuyvesant,40.68957,-73.92659,Private room,200,2,2,2019-06-16,1.4,1,334,High (>180),9.333333333333332,June,Sunday,$150-200,6720.0
37734,10 Beds Sleeps 15 Laundry in Apt in Williamsburg,120111937,Madea And Julian,Brooklyn,Williamsburg,40.70865,-73.96673,Entire home/apt,549,30,5,2019-06-23,3.33,1,333,High (>180),60.939,June,Sunday,$500-1000,658141.2
37735,COZY PRIVATE ROOM / PRIVATE BATHROOM IN BROOKLYN,36712060,Charlotte,Brooklyn,Bedford-Stuyvesant,40.69634,-73.93445,Private room,50,2,4,2019-07-02,4.0,1,0,Low (<=180),6.666666666666667,July,Tuesday,<50,4800.0
37736,Midtown Steal by Rockefeller Center,263901573,Maria,Manhattan,Midtown,40.75455,-73.9695,Private room,125,1,8,2019-07-03,8.0,3,123,Low (<=180),33.333333333333336,July,Wednesday,$100-150,12000.0
37737,❤❤❤ Luxe 3bdrm + Parking 10 mins to Manhattan,71082276,Jean,Queens,Long Island City,40.75823,-73.93114,Entire home/apt,295,3,4,2019-06-24,4.0,1,302,High (>180),39.333333333333336,June,Monday,$200-300,42480.0
37738,Modern Luxury near Gramercy Park: 3 Bed/2 Bath,263901827,Lidia,Manhattan,Murray Hill,40.74525,-73.97225,Entire home/apt,385,3,3,2019-06-25,3.0,1,311,High (>180),38.5,June,Tuesday,$300-500,41580.0
37739,Gorgeous Downtown Flat With Huge Rooftop Terrace,99246264,Jeremy,Manhattan,Midtown,40.75911,-73.97011,Entire home/apt,479,2,3,2019-07-02,3.0,1,120,Low (<=180),47.900000000000006,July,Tuesday,$300-500,34488.0
37740,"Comfy Space in Living Room, Midtown Manhattan",263901573,Maria,Manhattan,Midtown,40.75624,-73.97171,Shared room,99,1,9,2019-07-03,7.5,3,15,Low (<=180),24.75,July,Wednesday,$50-100,8910.0
37741,Private 2 beds Studio w/sofa Near ESB,211549023,Studioplus,Manhattan,Midtown,40.74781,-73.98769,Entire home/apt,260,2,2,2019-06-22,2.0,13,292,High (>180),17.333333333333332,June,Saturday,$200-300,12480.0
37742,"LGA,TimeSquare,JFK,Queens PrivateBD,BHroom",263945896,Alin,Queens,Elmhurst,40.74696,-73.87912,Private room,45,2,3,2019-07-01,2.14,1,64,Low (<=180),3.21,July,Monday,<50,2311.2000000000003
37743,Charming 1 Bedroom Apartment In The Heart of NYC,76168072,Paul,Manhattan,Midtown,40.75974,-73.97067,Entire home/apt,235,2,4,2019-07-02,4.0,1,129,Low (<=180),31.333333333333332,July,Tuesday,$200-300,22560.0
37744,New 1 bedroom apartment in luxury building,263957584,Sara,Brooklyn,Bushwick,40.69971,-73.93068,Entire home/apt,198,9,4,2019-07-01,3.33,2,159,Low (<=180),21.978,July,Monday,$150-200,71208.72
37745,★★Cute flat in ❤ of Manhattan★★,258639206,Alex,Manhattan,Hell's Kitchen,40.75484,-73.9939,Entire home/apt,275,1,13,2019-07-05,8.86,1,189,High (>180),81.21666666666667,July,Friday,$200-300,29238.0
37746,Trendy One Bedroom Apartment in UES,62560525,Saud,Manhattan,East Harlem,40.78766,-73.9423,Entire home/apt,134,3,2,2019-06-20,2.0,1,26,Low (<=180),8.933333333333334,June,Thursday,$100-150,9648.0
37747,Amazing Location! 1 Bedroom Apartment Downtown,57291971,Regina,Manhattan,Midtown,40.76044,-73.97012,Entire home/apt,199,2,3,2019-07-01,3.0,1,67,Low (<=180),19.900000000000002,July,Monday,$150-200,14328.0
37748,Lucky's Sunshine Fabulous Hideaway,263494912,Avelino,Queens,Long Island City,40.76263,-73.93547,Private room,59,1,2,2019-06-04,1.54,1,349,High (>180),3.0286666666666666,June,Tuesday,$50-100,1090.32
37749,Luxury new East Williamsburg 1 bedroom apartment.,263957584,Sara,Brooklyn,Bushwick,40.69824,-73.92888,Entire home/apt,198,30,3,2019-07-03,2.65,2,114,Low (<=180),17.49,July,Wednesday,$150-200,188892.0
37750,NYC 25 min from Staten IS Ferry Cozy 1br house,218955580,Yuriy,Staten Island,Mariners Harbor,40.6357,-74.15478,Entire home/apt,80,1,4,2019-07-07,4.0,1,140,Low (<=180),10.666666666666666,July,Sunday,$50-100,3840.0
37751,法拉盛中心地段单身客房,263742622,Nan,Queens,Flushing,40.76377,-73.82692,Private room,50,1,6,2019-06-30,5.45,1,74,Low (<=180),9.083333333333334,June,Sunday,<50,3270.0
37752,Comfy Home ~ 2nd Floor,263984220,Joyann,Queens,Springfield Gardens,40.66316,-73.74804,Entire home/apt,150,3,1,2019-06-30,1.0,1,365,High (>180),5.0,June,Sunday,$100-150,5400.0
37753,Home away from Home (2 Bedroom Apartment),263999712,Juan,Manhattan,Kips Bay,40.74392,-73.97741,Entire home/apt,181,1,2,2019-06-23,2.0,1,167,Low (<=180),12.066666666666666,June,Sunday,$150-200,4344.0
37754,"Cozy 4BR in FIDI, next to Wall St & One World Trad",260154981,Mats,Manhattan,Financial District,40.71055,-74.00623,Entire home/apt,395,3,5,2019-06-19,4.55,1,65,Low (<=180),59.90833333333334,June,Wednesday,$300-500,64701.0
37755,"Summer in a sunny, top floor twin",229386490,Tj,Brooklyn,Bedford-Stuyvesant,40.68425,-73.92503,Private room,45,2,5,2019-06-26,4.29,3,257,High (>180),6.435,June,Wednesday,<50,4633.200000000001
37756,Balcony with Room! Close to LGA and JFK.,256290334,Aisling,Queens,Richmond Hill,40.70254,-73.8322,Private room,65,1,17,2019-07-05,13.42,1,157,Low (<=180),29.076666666666664,July,Friday,$50-100,10467.599999999999
37757,NYC Prime Location! Beautiful Big Apartment! Enjoy,263896559,Moises,Manhattan,Harlem,40.82132,-73.95441,Private room,57,1,3,2019-07-05,3.0,3,249,High (>180),5.7,July,Friday,$50-100,2052.0
37758,Cozy Brooklyn getaway,85946234,Dina,Brooklyn,Flatbush,40.64669,-73.95921,Private room,65,1,1,2019-06-02,0.79,1,80,Low (<=180),1.7116666666666667,June,Sunday,$50-100,616.2
37759,"LUXURY 2ND FL,4BR/2 FUL BTH,SLEEP 8+,15MIN-JFK/LGA",215385823,Az,Queens,Jamaica Hills,40.71209,-73.80151,Entire home/apt,325,2,4,2019-07-08,4.0,2,124,Low (<=180),43.333333333333336,July,Monday,$300-500,31200.0
37760,"Clean, Cozy, Private Bath &  Bedroom  Apartment",264088176,Cecilia,Bronx,Throgs Neck,40.81869,-73.82233,Entire home/apt,99,2,3,2019-07-05,3.0,1,120,Low (<=180),9.9,July,Friday,$50-100,7128.0
37761,Gorgeous Large private room near LGA (#5),264092618,Ajmol,Queens,East Elmhurst,40.76444,-73.87238,Private room,90,1,7,2019-06-27,5.38,5,73,Low (<=180),16.139999999999997,June,Thursday,$50-100,5810.4
37762,Large private room with a queen bed near LGA (#4),264092618,Ajmol,Queens,East Elmhurst,40.76411,-73.87373,Private room,70,1,13,2019-07-07,9.07,5,88,Low (<=180),21.163333333333334,July,Sunday,$50-100,7618.799999999999
37763,Private small room with a queen bed near LGA (#03),264092618,Ajmol,Queens,East Elmhurst,40.76481,-73.87242,Private room,60,1,15,2019-07-07,10.23,5,89,Low (<=180),20.46,July,Sunday,$50-100,7365.6
37764,Coote Luxe Suite - Modern and Comfortable  APT,263969450,Damiso,Brooklyn,Canarsie,40.64127,-73.89119,Entire home/apt,100,2,11,2019-07-05,7.5,1,167,Low (<=180),25.0,July,Friday,$50-100,18000.0
37765,"Beautiful, Spacious, Sunny 1 Bed apt. with Rooftop",264101088,Roza,Manhattan,East Village,40.72604,-73.98843,Entire home/apt,255,5,2,2019-06-29,2.0,1,11,Low (<=180),17.0,June,Saturday,$200-300,30600.0
37766,HUGE triplex with rooftop and private garden,14703729,Benoit,Brooklyn,Crown Heights,40.67623,-73.93642,Entire home/apt,350,3,2,2019-07-01,2.0,1,46,Low (<=180),23.333333333333332,July,Monday,$300-500,25200.0
37767,Sunny Studio by Central Park!,263711950,Phyllis,Manhattan,East Harlem,40.80098,-73.94261,Entire home/apt,180,3,3,2019-06-25,2.37,1,308,High (>180),14.22,June,Tuesday,$150-200,15357.599999999999
37768,Cozy 2BDR on mulberry st  little italy/china town,61990664,Sonny,Manhattan,Little Italy,40.71837,-73.99768,Entire home/apt,190,5,2,2019-06-22,1.67,1,300,High (>180),10.576666666666666,June,Saturday,$150-200,19038.0
37769,Peaceful.,264128458,Nathaniel,Brooklyn,Fort Greene,40.69026,-73.97074,Private room,50,1,4,2019-06-24,3.08,1,336,High (>180),5.133333333333334,June,Monday,<50,1848.0
37770,Divine Harlem Getaway,212263525,SamariSankofa,Manhattan,Harlem,40.81149,-73.94024,Entire home/apt,150,1,6,2019-07-01,4.09,3,352,High (>180),20.45,July,Monday,$100-150,7362.0
37771,Theater District / Times Sq / Central Park - 1 BDR,228715959,Riki,Manhattan,Hell's Kitchen,40.76284,-73.99003,Entire home/apt,160,1,2,2019-06-23,2.0,1,55,Low (<=180),10.666666666666666,June,Sunday,$150-200,3840.0
37772,Prime location West Village private room,10445838,Simon,Manhattan,West Village,40.73435,-74.00392,Private room,150,3,2,2019-06-22,2.0,1,34,Low (<=180),10.0,June,Saturday,$100-150,10800.0
37773,Best views in the city is here,3398621,Nikita,Brooklyn,Brooklyn Heights,40.69664,-73.99467,Entire home/apt,140,2,1,2019-06-10,1.0,1,0,Low (<=180),4.666666666666667,June,Monday,$100-150,3360.0
37774,MASTER  ROOM # 2 Near from JFK  & LGA Airport.,214738765,Lucio,Queens,Richmond Hill,40.6944,-73.83192,Private room,75,1,5,2019-07-05,4.05,3,365,High (>180),10.124999999999998,July,Friday,$50-100,3645.0
37775,downtown brooklyn dream stay,90112329,Sandra,Brooklyn,Downtown Brooklyn,40.69791,-73.98381,Entire home/apt,279,4,1,2019-06-24,1.0,1,23,Low (<=180),9.3,June,Monday,$200-300,13392.0
37776,Center of Hipster Astoria 4bd 2bath 2blocks Subway,263694567,Juka,Queens,Astoria,40.76238,-73.91721,Private room,395,1,1,2019-06-30,1.0,1,333,High (>180),13.166666666666666,June,Sunday,$300-500,4740.0
37777,Highly nice area beautiful place too visit,264156969,Neal,Queens,Arverne,40.59279,-73.79993,Private room,80,1,1,2019-07-06,1.0,1,90,Low (<=180),2.6666666666666665,July,Saturday,$50-100,960.0
37778,005 Comfy and Pleasant Shared Room,137999892,Simranjeet,Staten Island,Concord,40.60625,-74.089,Shared room,30,4,1,2019-06-01,0.77,7,68,Low (<=180),0.77,June,Saturday,<50,1108.8000000000002
37779,Apartamento compartido NYC.,264182618,Jesus A,Bronx,Fordham,40.85743,-73.90233,Shared room,22,1,1,2019-06-03,0.83,1,11,Low (<=180),0.6086666666666667,June,Monday,<50,219.11999999999998
37780,Gorgeous Apartment near Time Square,263896143,Valeria,Manhattan,Hell's Kitchen,40.76256,-73.9904,Entire home/apt,390,3,3,2019-06-19,2.57,1,43,Low (<=180),33.41,June,Wednesday,$300-500,36082.799999999996
37781,Gorgeous Apt close to ❤️Times Square❤️,264144069,Alex,Manhattan,Hell's Kitchen,40.76512,-73.98726,Entire home/apt,500,1,11,2019-06-30,7.86,1,180,Low (<=180),131.0,June,Sunday,$300-500,47160.0
37782,Superb apartment in❤of Manhattan★,264143491,Alex,Manhattan,Greenwich Village,40.73108,-74.00114,Entire home/apt,500,1,7,2019-07-01,5.12,1,185,High (>180),85.33333333333333,July,Monday,$300-500,30720.0
37783,"Designer owned, newly renovated Bed Stuy flat",6788279,Brad,Brooklyn,Bedford-Stuyvesant,40.68295,-73.91553,Entire home/apt,97,1,2,2019-06-26,2.0,1,92,Low (<=180),6.466666666666667,June,Wednesday,$50-100,2328.0
37784,Entire one-bedroom apartment in heart of Harlem!,9524788,Nicole,Manhattan,East Harlem,40.80619,-73.94174,Entire home/apt,125,2,1,2019-07-03,1.0,1,1,Low (<=180),4.166666666666667,July,Wednesday,$100-150,3000.0
37785,Gorgeous 2BR Apartment in Manhattan Center,263206972,Raquel,Manhattan,Kips Bay,40.74125,-73.98125,Entire home/apt,294,3,5,2019-07-04,4.41,1,64,Low (<=180),43.217999999999996,July,Thursday,$200-300,46675.44
37786,West Village Gem! Like Paris,196890,Siobhan,Manhattan,West Village,40.72905,-74.00294,Entire home/apt,165,2,2,2019-06-23,1.62,1,21,Low (<=180),8.910000000000002,June,Sunday,$150-200,6415.200000000001
37787,#2 Hotel-like Private Room KING Bed near JFK,263504959,David,Queens,Woodhaven,40.6929,-73.86378,Private room,50,1,10,2019-07-04,10.0,8,273,High (>180),16.666666666666664,July,Thursday,<50,6000.0
37788,NY style 2 Bedroom apartment,253308587,Stef,Manhattan,Chinatown,40.71752,-73.99387,Entire home/apt,295,4,3,2019-06-14,2.73,1,169,Low (<=180),26.845,June,Friday,$200-300,38656.8
37789,The aqua roon or the peach room,264267484,Natasha,Brooklyn,East New York,40.6613,-73.88756,Private room,100,2,1,2019-06-24,1.0,1,270,High (>180),3.3333333333333335,June,Monday,$50-100,2400.0
37790,The Glamper Van,10407935,Meng,Manhattan,SoHo,40.72765,-74.00213,Entire home/apt,89,1,6,2019-06-30,4.74,8,70,Low (<=180),14.062,June,Sunday,$50-100,5062.32
37791,"Gorgeous, spacious Brooklyn Studio",189994854,Ethan,Brooklyn,Gowanus,40.67753,-73.99084,Entire home/apt,110,30,1,2019-07-01,1.0,1,1,Low (<=180),3.6666666666666665,July,Monday,$100-150,39600.0
37792,Huge light & plant-filled Williamsburg condo,1040374,Eric,Brooklyn,Williamsburg,40.71909,-73.95408,Entire home/apt,250,3,4,2019-06-25,4.0,1,0,Low (<=180),33.333333333333336,June,Tuesday,$200-300,36000.0
37793,Huge bedroom with private access to backyard.,201987117,Gershon,Queens,Ridgewood,40.70629,-73.91281,Private room,70,1,1,2019-05-27,0.68,1,0,Low (<=180),1.586666666666667,May,Monday,$50-100,571.2
37794,A Simple Studio.,264149311,Geralde,Queens,St. Albans,40.69362,-73.76953,Entire home/apt,99,2,9,2019-07-03,7.94,1,167,Low (<=180),26.201999999999998,July,Wednesday,$50-100,18865.440000000002
37795,3 rooms apartment in Downtown Flushing!,264296595,Hyunsung,Queens,Flushing,40.75837,-73.82529,Entire home/apt,90,1,3,2019-06-27,3.0,3,104,Low (<=180),9.0,June,Thursday,$50-100,3240.0
37796,"Cozy, Charming and Accessible UES Apartment",37037135,John,Manhattan,Upper East Side,40.77166,-73.94665,Entire home/apt,150,2,2,2019-06-29,2.0,1,4,Low (<=180),10.0,June,Saturday,$100-150,7200.0
37797,"Large, Cozy Escape in B'klyn.",221275418,Rufina,Brooklyn,Crown Heights,40.67653,-73.93556,Private room,55,2,3,2019-07-06,3.0,3,174,Low (<=180),5.5,July,Saturday,$50-100,3960.0
37798,Williamsburg Railroad Apartment,12313907,William,Brooklyn,Williamsburg,40.72027,-73.9588,Entire home/apt,200,3,5,2019-06-23,3.57,1,163,Low (<=180),23.799999999999997,June,Sunday,$150-200,25704.0
37799,Girls only,264327510,Yaren,Queens,Sunnyside,40.74351,-73.92281,Private room,50,3,4,2019-06-28,4.0,1,0,Low (<=180),6.666666666666667,June,Friday,<50,7200.0
37800,Luxurious cozy private room near LGA (#02),264092618,Ajmol,Queens,East Elmhurst,40.76625,-73.87347,Private room,60,1,12,2019-07-04,8.18,5,87,Low (<=180),16.36,July,Thursday,$50-100,5889.599999999999
37801,Luxurious Large private room near LGA (#01),264092618,Ajmol,Queens,East Elmhurst,40.76566,-73.87215,Private room,70,1,11,2019-07-05,7.5,5,78,Low (<=180),17.5,July,Friday,$50-100,6300.0
37802,Down town Flushing facing botanical garden,264150720,Steven,Queens,Flushing,40.7482,-73.83113,Private room,50,1,4,2019-07-01,3.16,1,333,High (>180),5.266666666666667,July,Monday,<50,1896.0
37803,Fantastic 2 Bedroom Apt Near Times Square,263753140,Neal,Manhattan,Hell's Kitchen,40.76194,-73.99074,Entire home/apt,350,1,2,2019-06-22,2.0,1,304,High (>180),23.333333333333332,June,Saturday,$300-500,8400.0
37804,Quiet garden suite w/ kitchenette & backyard patio,264360482,Steve & Stephanie,Brooklyn,Crown Heights,40.67165,-73.95644,Entire home/apt,130,3,3,2019-06-16,2.43,1,74,Low (<=180),10.530000000000001,June,Sunday,$100-150,11372.400000000001
37805,Like Warm Apple Pie!,264109370,Gabriel&Anais,Manhattan,East Harlem,40.78891,-73.94399,Entire home/apt,151,3,2,2019-06-24,2.0,1,11,Low (<=180),10.066666666666666,June,Monday,$150-200,10872.0
37806,Cozy Studio apartment,257623201,Hank,Brooklyn,Flatlands,40.6261,-73.94578,Entire home/apt,75,1,8,2019-06-26,5.58,1,149,Low (<=180),13.95,June,Wednesday,$50-100,5022.0
37807,Evergreen Modern | ♥ Lovely Room for 2 ♥,252641757,Jess,Brooklyn,Bedford-Stuyvesant,40.68526,-73.92693,Private room,65,1,6,2019-07-07,5.45,1,180,Low (<=180),11.808333333333334,July,Sunday,$50-100,4251.0
37808,Spacious Bushwick Home w/ Zen Garden & Yoga Loft,5273020,Stéphen,Brooklyn,Bushwick,40.69388,-73.92564,Private room,100,3,1,2019-06-30,1.0,1,40,Low (<=180),3.3333333333333335,June,Sunday,$50-100,3600.0
37809,2-bedroom Queens apartment with backyard,2883347,Paul,Queens,Glendale,40.70506,-73.87073,Entire home/apt,150,2,2,2019-06-23,2.0,1,45,Low (<=180),10.0,June,Sunday,$100-150,7200.0
37810,"Cute, clean, quiet room in trendy east village",12259864,Alessandra,Manhattan,Stuyvesant Town,40.73232,-73.97784,Private room,68,3,1,2019-06-16,1.0,1,22,Low (<=180),2.2666666666666666,June,Sunday,$50-100,2448.0
37811,Rare Spacious City Apartment - WIFI & GYM,28464830,Sam,Manhattan,Murray Hill,40.74653,-73.97891,Entire home/apt,650,3,2,2019-07-01,1.71,1,84,Low (<=180),37.050000000000004,July,Monday,$500-1000,40014.0
37812,Luxury & Stylish 2BR in Manhattan next to Time Sq,260157173,Sindre,Manhattan,Hell's Kitchen,40.76077,-73.99427,Entire home/apt,425,3,3,2019-06-30,3.0,1,54,Low (<=180),42.5,June,Sunday,$300-500,45900.0
37813,"Luxury & Bright 2BR, Midtown Manhattan",180960990,Ethan,Manhattan,Hell's Kitchen,40.75971,-73.99256,Entire home/apt,445,2,1,2019-06-09,1.0,1,60,Low (<=180),14.833333333333334,June,Sunday,$300-500,10680.0
37814,Modern 2BR Apartment in Financial District,264447713,Louis,Manhattan,Financial District,40.70624,-74.01006,Entire home/apt,225,3,3,2019-06-23,2.5,1,68,Low (<=180),18.75,June,Sunday,$200-300,20250.0
37815,Gorgeous Room Private Bathroom in Luxury Apartment,32207206,Ian,Brooklyn,Bushwick,40.70034,-73.92869,Private room,98,2,2,2019-06-11,2.0,1,55,Low (<=180),6.533333333333333,June,Tuesday,$50-100,4704.0
37816,Quiet Manhattan Apartment,264495166,Jordania,Manhattan,Morningside Heights,40.8019,-73.95924,Private room,210,1,1,2019-06-20,1.0,3,86,Low (<=180),7.0,June,Thursday,$200-300,2520.0
37817,Beautiful and comfortable Upper East Side location,2429094,Petra,Manhattan,Upper East Side,40.76063,-73.95938,Entire home/apt,140,3,1,2019-07-06,1.0,1,0,Low (<=180),4.666666666666667,July,Saturday,$100-150,5040.0
37818,Coolest affordable room in Williamsburg!,79723533,Matías,Brooklyn,Williamsburg,40.70552,-73.94223,Private room,52,3,3,2019-07-01,3.0,1,68,Low (<=180),5.2,July,Monday,$50-100,5616.0
37819,Outstanding 2BR apartment 5 min from Javits,260383802,Sebastian,Manhattan,Hell's Kitchen,40.75526,-73.99876,Entire home/apt,295,3,5,2019-07-02,4.29,1,204,High (>180),42.184999999999995,July,Tuesday,$200-300,45559.8
37820,Huge 2x Bedroom Apt in Premium Upper West Side :),264516826,Sandra,Manhattan,Upper West Side,40.78373,-73.97182,Entire home/apt,339,3,4,2019-07-06,4.0,1,304,High (>180),45.2,July,Saturday,$300-500,48816.0
37821,The Academy - walk to subway + tons of culture!,16424639,Andy,Manhattan,Inwood,40.86353,-73.92349,Entire home/apt,87,4,1,2019-07-03,1.0,1,13,Low (<=180),2.9,July,Wednesday,$50-100,4176.0
37822,New Large home away from home 15 min from midtown,264527995,Brahmadutta,Queens,Long Island City,40.7609,-73.93203,Entire home/apt,250,3,1,2019-06-30,1.0,1,164,Low (<=180),8.333333333333334,June,Sunday,$200-300,9000.0
37823,Boho escape in Upper Manhattan,35491006,Lisa,Manhattan,Harlem,40.8305,-73.94824,Entire home/apt,135,4,1,2019-07-07,1.0,1,0,Low (<=180),4.5,July,Sunday,$100-150,6480.0
37824,Williamsburg Modern Designer Loft on L Train,997334,James,Brooklyn,Williamsburg,40.71516,-73.94754,Entire home/apt,300,2,2,2019-06-30,2.0,1,77,Low (<=180),20.0,June,Sunday,$200-300,14400.0
37825,"Sunny, roomy one-bedroom across from Prospect Park",13583451,K,Brooklyn,Prospect-Lefferts Gardens,40.6573,-73.96134,Entire home/apt,94,4,1,2019-06-05,0.88,1,7,Low (<=180),2.7573333333333334,June,Wednesday,$50-100,3970.56
37826,Luxury & Cozy Penthouse in Manhattan,187544628,Kaito,Manhattan,Hell's Kitchen,40.76142,-73.99431,Entire home/apt,390,3,1,2019-06-22,1.0,1,5,Low (<=180),13.0,June,Saturday,$300-500,14040.0
